Date,Location,Administered_Dose1_Pop_Pct
2021-02-26,WA,14.2
2021-02-26,WI,15.6
2021-02-26,WV,16.9
2021-02-26,WY,16.4
2021-02-27,AK,22.4
2021-02-27,AL,13.1
2021-02-27,AR,13.4
2021-02-27,AS,22.2
2021-02-27,AZ,16.4
2021-02-27,BP,0
2021-02-27,CA,15.2
2021-02-27,CO,15.2
2021-02-27,CT,18.8
2021-02-27,DC,11.3
2021-02-27,DD,0
2021-02-27,DE,14.5
2021-02-27,FL,14.1
2021-02-27,FM,10.2
2021-02-27,GA,11.9
2021-02-27,GU,20.6
2021-02-27,HI,17.2
2021-02-27,IA,16.3
2021-02-27,ID,14
2021-02-27,IH,17.8
2021-02-27,IL,15.5
2021-02-27,IN,14.7
2021-02-27,KS,14.3
2021-02-27,KY,15.2
2021-02-27,LA,13.8
2021-02-27,LT,0
2021-02-27,MA,17.3
2021-02-27,MD,14.2
2021-02-27,ME,16.9
2021-02-27,MH,14.4
2021-02-27,MI,14.5
2021-02-27,MN,15.8
2021-02-27,MO,13.1
2021-02-27,MP,18.6
2021-02-27,MS,13.5
2021-02-27,MT,17.2
2021-02-27,NC,14.3
2021-02-27,ND,18.7
2021-02-27,NE,15.2
2021-02-27,NH,16.5
2021-02-27,NJ,15.6
2021-02-27,NM,21.5
2021-02-27,NV,14.2
2021-02-27,NY,13.3
2021-02-27,OH,14
2021-02-27,OK,16.8
2021-02-27,OR,14.6
2021-02-27,PA,14.6
2021-02-27,PR,11
2021-02-27,RI,16.6
2021-02-27,RP,28.7
2021-02-27,SC,14.1
2021-02-27,SD,20.2
2021-02-27,TN,12.4
2021-02-27,TX,11.9
2021-02-27,US,14.6
2021-02-27,UT,12.2
2021-02-27,VA,15.4
2021-02-27,VI,11.9
2021-02-27,VT,16.3
2021-02-27,WA,14.5
2021-02-27,WI,16.1
2021-02-27,WV,17.6
2021-02-27,WY,16.8
2021-02-28,AK,22.8
2021-02-28,AL,13.3
2021-02-28,AR,13.9
2021-02-28,AS,22.2
2021-02-28,AZ,16.8
2021-02-28,BP,0
2021-02-28,CA,15.5
2021-02-28,CO,15.7
2021-02-28,CT,19.4
2021-02-28,DC,11.9
2021-02-28,DD,0
2021-02-28,DE,14.8
2021-02-28,FL,14.7
2021-02-28,FM,10.2
2021-02-28,GA,11.9
2021-02-28,GU,20.8
2021-02-28,HI,17.5
2021-02-28,IA,16.9
2021-02-28,ID,14.4
2021-02-28,IH,18.3
2021-02-28,IL,15.8
2021-02-28,IN,14.9
2021-02-28,KS,14.8
2021-02-28,KY,15.6
2021-02-28,LA,14.3
2021-02-28,LT,0
2021-02-28,MA,17.7
2021-02-28,MD,14.6
2021-02-28,ME,16.9
2021-02-28,MH,15.1
2021-02-28,MI,14.9
2021-02-28,MN,16.7
2021-02-28,MO,13.2
2021-02-28,MP,18.8
2021-02-28,MS,13.9
2021-02-28,MT,17.7
2021-02-28,NC,15
2021-02-28,ND,19.3
2021-02-28,NE,16
2021-02-28,NH,17.2
2021-02-28,NJ,16
2021-02-28,NM,22.3
2021-02-28,NV,14.5
2021-02-28,NY,13.8
2021-02-28,OH,14.4
2021-02-28,OK,17.4
2021-02-28,OR,15
2021-02-28,PA,14.9
2021-02-28,PR,11.1
2021-02-28,RI,17.3
2021-02-28,RP,28.7
2021-02-28,SC,14.3
2021-02-28,SD,20.8
2021-02-28,TN,12.9
2021-02-28,TX,12.2
2021-02-28,US,15
2021-02-28,UT,12.2
2021-02-28,VA,15.8
2021-02-28,VI,12.1
2021-02-28,VT,16.8
2021-02-28,WA,14.9
2021-02-28,WI,16.5
2021-02-28,WV,17.7
2021-02-28,WY,17.3
2021-03-01,AK,23
2021-03-01,AL,13.3
2021-03-01,AR,14.1
2021-03-01,AS,22.2
2021-03-01,AZ,17.1
2021-03-01,BP,0
2021-03-01,CA,15.9
2021-03-01,CO,16.1
2021-03-01,CT,20
2021-03-01,DC,12
2021-03-01,DD,0
2021-03-01,DE,15
2021-03-01,FL,14.7
2021-03-01,FM,10.3
2021-03-01,GA,11.9
2021-03-01,GU,20.8
2021-03-01,HI,17.7
2021-03-01,IA,17.3
2021-03-01,ID,14.7
2021-03-01,IH,18.7
2021-03-01,IL,16.1
2021-03-01,IN,15.1
2021-03-01,KS,15.1
2021-03-01,KY,16
2021-03-01,LA,14.6
2021-03-01,LT,0
2021-03-01,MA,18.3
2021-03-01,MD,15
2021-03-01,ME,17
2021-03-01,MH,15.1
2021-03-01,MI,15.2
2021-03-01,MN,17.1
2021-03-01,MO,14.1
2021-03-01,MP,19.2
2021-03-01,MS,14.2
2021-03-01,MT,17.9
2021-03-01,NC,15.4
2021-03-01,ND,19.6
2021-03-01,NE,16.1
2021-03-01,NH,17.4
2021-03-01,NJ,16.3
2021-03-01,NM,22.4
2021-03-01,NV,14.9
2021-03-01,NY,14.3
2021-03-01,OH,14.7
2021-03-01,OK,17.8
2021-03-01,OR,15.4
2021-03-01,PA,15.3
2021-03-01,PR,11.2
2021-03-01,RI,18.1
2021-03-01,RP,28.7
2021-03-01,SC,14.7
2021-03-01,SD,21.1
2021-03-01,TN,13.2
2021-03-01,TX,12.2
2021-03-01,US,15.3
2021-03-01,UT,12.2
2021-03-01,VA,16.2
2021-03-01,VI,12.1
2021-03-01,VT,17.2
2021-03-01,WA,15.3
2021-03-01,WI,16.7
2021-03-01,WV,17.8
2021-03-01,WY,17.3
2021-03-02,AK,23.1
2021-03-02,AL,13.5
2021-03-02,AR,14.3
2021-03-02,AS,23.4
2021-03-02,AZ,17.4
2021-03-02,BP,0
2021-03-02,CA,16.5
2021-03-02,CO,16.2
2021-03-02,CT,20.2
2021-03-02,DC,12.1
2021-03-02,DD,0
2021-03-02,DE,15
2021-03-02,FL,14.8
2021-03-02,FM,10.4
2021-03-02,GA,12
2021-03-02,GU,20.8
2021-03-02,HI,17.8
2021-03-02,IA,17.5
2021-03-02,ID,14.9
2021-03-02,IH,18.8
2021-03-02,IL,16.4
2021-03-02,IN,15.2
2021-03-02,KS,15.2
2021-03-02,KY,16.2
2021-03-02,LA,14.7
2021-03-02,LT,0
2021-03-02,MA,18.5
2021-03-02,MD,15.3
2021-03-02,ME,17
2021-03-02,MH,15.1
2021-03-02,MI,15.4
2021-03-02,MN,17.2
2021-03-02,MO,14.2
2021-03-02,MP,19.5
2021-03-02,MS,14.4
2021-03-02,MT,17.9
2021-03-02,NC,15.5
2021-03-02,ND,19.6
2021-03-02,NE,16.4
2021-03-02,NH,17.8
2021-03-02,NJ,17
2021-03-02,NM,22.7
2021-03-02,NV,15
2021-03-02,NY,14.8
2021-03-02,OH,15
2021-03-02,OK,17.9
2021-03-02,OR,15.6
2021-03-02,PA,15.6
2021-03-02,PR,11.2
2021-03-02,RI,18.6
2021-03-02,RP,28.7
2021-03-02,SC,14.8
2021-03-02,SD,21.1
2021-03-02,TN,13.4
2021-03-02,TX,12.9
2021-03-02,US,15.6
2021-03-02,UT,12.7
2021-03-02,VA,16.4
2021-03-02,VI,12.3
2021-03-02,VT,17.5
2021-03-02,WA,15.6
2021-03-02,WI,16.9
2021-03-02,WV,17.8
2021-03-02,WY,17.3
2021-03-03,AK,23.3
2021-03-03,AL,13.8
2021-03-03,AR,14.7
2021-03-03,AS,23.4
2021-03-03,AZ,17.5
2021-03-03,BP,0
2021-03-03,CA,16.9
2021-03-03,CO,16.6
2021-03-03,CT,20.7
2021-03-03,DC,12.3
2021-03-03,DD,0
2021-03-03,DE,15.4
2021-03-03,FL,15.1
2021-03-03,FM,10.5
2021-03-03,GA,12.1
2021-03-03,GU,20.8
2021-03-03,HI,17.9
2021-03-03,IA,17.7
2021-03-03,ID,15.1
2021-03-03,IH,19.1
2021-03-03,IL,16.7
2021-03-03,IN,15.4
2021-03-03,KS,15.5
2021-03-03,KY,16.5
2021-03-03,LA,15
2021-03-03,LT,0
2021-03-03,MA,19
2021-03-03,MD,16
2021-03-03,ME,17.1
2021-03-03,MH,15.1
2021-03-03,MI,15.6
2021-03-03,MN,17.6
2021-03-03,MO,14.6
2021-03-03,MP,19.8
2021-03-03,MS,14.7
2021-03-03,MT,18.2
2021-03-03,NC,15.9
2021-03-03,ND,19.8
2021-03-03,NE,16.7
2021-03-03,NH,18.3
2021-03-03,NJ,17.5
2021-03-03,NM,23.1
2021-03-03,NV,15.2
2021-03-03,NY,15.2
2021-03-03,OH,15.3
2021-03-03,OK,18.2
2021-03-03,OR,15.8
2021-03-03,PA,15.8
2021-03-03,PR,11.5
2021-03-03,RI,19.1
2021-03-03,RP,28.7
2021-03-03,SC,14.9
2021-03-03,SD,21.5
2021-03-03,TN,13.8
2021-03-03,TX,13.3
2021-03-03,US,15.9
2021-03-03,UT,13.2
2021-03-03,VA,16.8
2021-03-03,VI,12.5
2021-03-03,VT,17.7
2021-03-03,WA,15.9
2021-03-03,WI,17.2
2021-03-03,WV,18
2021-03-03,WY,17.9
2021-03-04,AK,23.6
2021-03-04,AL,14
2021-03-04,AR,15
2021-03-04,AS,24.2
2021-03-04,AZ,17.8
2021-03-04,BP,0
2021-03-04,CA,17.1
2021-03-04,CO,16.9
2021-03-04,CT,21.3
2021-03-04,DC,12.8
2021-03-04,DD,0
2021-03-04,DE,15.9
2021-03-04,FL,15.5
2021-03-04,FM,10.5
2021-03-04,GA,12.3
2021-03-04,GU,21.1
2021-03-04,HI,18.3
2021-03-04,IA,18
2021-03-04,ID,15.4
2021-03-04,IH,19.5
2021-03-04,IL,17
2021-03-04,IN,15.6
2021-03-04,KS,15.9
2021-03-04,KY,17
2021-03-04,LA,15.4
2021-03-04,LT,0
2021-03-04,MA,19.5
2021-03-04,MD,16.4
2021-03-04,ME,17.1
2021-03-04,MH,16.1
2021-03-04,MI,15.9
2021-03-04,MN,18
2021-03-04,MO,15
2021-03-04,MP,20.1
2021-03-04,MS,15.1
2021-03-04,MT,18.7
2021-03-04,NC,16.1
2021-03-04,ND,20.1
2021-03-04,NE,17.2
2021-03-04,NH,18.8
2021-03-04,NJ,18.1
2021-03-04,NM,23.3
2021-03-04,NV,15.5
2021-03-04,NY,15.7
2021-03-04,OH,15.6
2021-03-04,OK,18.7
2021-03-04,OR,16.1
2021-03-04,PA,16.2
2021-03-04,PR,11.9
2021-03-04,RI,19.7
2021-03-04,RP,28.7
2021-03-04,SC,15.2
2021-03-04,SD,21.9
2021-03-04,TN,14.1
2021-03-04,TX,13.6
2021-03-04,US,16.3
2021-03-04,UT,13.2
2021-03-04,VA,17.2
2021-03-04,VI,13.5
2021-03-04,VT,17.9
2021-03-04,WA,16.3
2021-03-04,WI,17.6
2021-03-04,WV,18.5
2021-03-04,WY,17.9
2021-03-05,AK,23.9
2021-03-05,AL,14.4
2021-03-05,AR,15.4
2021-03-05,AS,24.2
2021-03-05,AZ,18.2
2021-03-05,BP,0
2021-03-05,CA,17.4
2021-03-05,CO,17.2
2021-03-05,CT,22.2
2021-03-05,DC,13.1
2021-03-05,DD,0
2021-03-05,DE,16.3
2021-03-05,FL,15.9
2021-03-05,FM,10.7
2021-03-05,GA,12.6
2021-03-05,GU,21.2
2021-03-05,HI,18.7
2021-03-05,IA,18.4
2021-03-05,ID,15.8
2021-03-05,IH,20
2021-03-05,IL,17.4
2021-03-05,IN,16
2021-03-05,KS,16.3
2021-03-05,KY,17.7
2021-03-05,LA,15.9
2021-03-05,LT,0
2021-03-05,MA,20
2021-03-05,MD,17
2021-03-05,ME,19.2
2021-03-05,MH,16.6
2021-03-05,MI,16.5
2021-03-05,MN,18.5
2021-03-05,MO,15.4
2021-03-05,MP,20.4
2021-03-05,MS,15.6
2021-03-05,MT,19.2
2021-03-05,NC,16.3
2021-03-05,ND,20.8
2021-03-05,NE,17.8
2021-03-05,NH,19.3
2021-03-05,NJ,18.7
2021-03-05,NM,23.9
2021-03-05,NV,16
2021-03-05,NY,16.2
2021-03-05,OH,16
2021-03-05,OK,19.2
2021-03-05,OR,16.4
2021-03-05,PA,17
2021-03-05,PR,11.9
2021-03-05,RI,20.3
2021-03-05,RP,28.7
2021-03-05,SC,15.5
2021-03-05,SD,22.5
2021-03-05,TN,14.5
2021-03-05,TX,14.1
2021-03-05,US,16.7
2021-03-05,UT,14.2
2021-03-05,VA,17.6
2021-03-05,VI,13.9
2021-03-05,VT,18.4
2021-03-05,WA,16.8
2021-03-05,WI,18.2
2021-03-05,WV,19.3
2021-03-05,WY,18.1
2021-03-06,AK,24.4
2021-03-06,AL,14.7
2021-03-06,AR,15.8
2021-03-06,AS,24.2
2021-03-06,AZ,18.3
2021-03-06,BP,0
2021-03-06,CA,17.9
2021-03-06,CO,17.7
2021-03-06,CT,23.1
2021-03-06,DC,13.5
2021-03-06,DD,0
2021-03-06,DE,16.8
2021-03-06,FL,16.6
2021-03-06,FM,10.9
2021-03-06,GA,12.9
2021-03-06,GU,21.2
2021-03-06,HI,19.2
2021-03-06,IA,19.2
2021-03-06,ID,16.2
2021-03-06,IH,20.5
2021-03-06,IL,18
2021-03-06,IN,16.4
2021-03-06,KS,16.9
2021-03-06,KY,18.4
2021-03-06,LA,15.9
2021-03-06,LT,0
2021-03-06,MA,20.7
2021-03-06,MD,17.6
2021-03-06,ME,19.9
2021-03-06,MH,17.2
2021-03-06,MI,17
2021-03-06,MN,19.3
2021-03-06,MO,15.9
2021-03-06,MP,21
2021-03-06,MS,16.1
2021-03-06,MT,19.7
2021-03-06,NC,16.8
2021-03-06,ND,21.6
2021-03-06,NE,17.8
2021-03-06,NH,19.9
2021-03-06,NJ,19.3
2021-03-06,NM,24.8
2021-03-06,NV,16.5
2021-03-06,NY,16.9
2021-03-06,OH,16.6
2021-03-06,OK,19.8
2021-03-06,OR,17
2021-03-06,PA,17.6
2021-03-06,PR,12.2
2021-03-06,RI,21
2021-03-06,RP,28.7
2021-03-06,SC,16
2021-03-06,SD,23.3
2021-03-06,TN,14.9
2021-03-06,TX,14.6
2021-03-06,US,17.3
2021-03-06,UT,15
2021-03-06,VA,18
2021-03-06,VI,14.4
2021-03-06,VT,19
2021-03-06,WA,17.3
2021-03-06,WI,18.9
2021-03-06,WV,20
2021-03-06,WY,19.1
2021-03-07,AK,24.7
2021-03-07,AL,14.8
2021-03-07,AR,16.2
2021-03-07,AS,24.2
2021-03-07,AZ,19.1
2021-03-07,BP,0
2021-03-07,CA,18.2
2021-03-07,CO,18.2
2021-03-07,CT,24
2021-03-07,DC,14
2021-03-07,DD,0
2021-03-07,DE,17.5
2021-03-07,FL,17.3
2021-03-07,FM,11
2021-03-07,GA,13.2
2021-03-07,GU,21.2
2021-03-07,HI,19.2
2021-03-07,IA,20
2021-03-07,ID,16.6
2021-03-07,IH,20.9
2021-03-07,IL,18.5
2021-03-07,IN,16.8
2021-03-07,KS,17.4
2021-03-07,KY,19
2021-03-07,LA,16
2021-03-07,LT,0
2021-03-07,MA,21.2
2021-03-07,MD,18
2021-03-07,ME,20
2021-03-07,MH,17.9
2021-03-07,MI,17.6
2021-03-07,MN,19.9
2021-03-07,MO,16.4
2021-03-07,MP,21
2021-03-07,MS,16.8
2021-03-07,MT,20.3
2021-03-07,NC,17.2
2021-03-07,ND,22.4
2021-03-07,NE,18.4
2021-03-07,NH,20.5
2021-03-07,NJ,19.7
2021-03-07,NM,25.2
2021-03-07,NV,17.1
2021-03-07,NY,17.7
2021-03-07,OH,17.1
2021-03-07,OK,20.3
2021-03-07,OR,17.6
2021-03-07,PA,17.8
2021-03-07,PR,12.5
2021-03-07,RI,21.6
2021-03-07,RP,28.7
2021-03-07,SC,16.5
2021-03-07,SD,23.9
2021-03-07,TN,15.3
2021-03-07,TX,14.9
2021-03-07,US,17.7
2021-03-07,UT,15.1
2021-03-07,VA,18.4
2021-03-07,VI,14.4
2021-03-07,VT,19.7
2021-03-07,WA,18
2021-03-07,WI,19.4
2021-03-07,WV,20.3
2021-03-07,WY,19.2
2021-03-08,AK,24.9
2021-03-08,AL,14.9
2021-03-08,AR,16.4
2021-03-08,AS,24.2
2021-03-08,AZ,19.5
2021-03-08,BP,0
2021-03-08,CA,18.5
2021-03-08,CO,18.2
2021-03-08,CT,24.8
2021-03-08,DC,14.3
2021-03-08,DD,0
2021-03-08,DE,17.7
2021-03-08,FL,17.3
2021-03-08,FM,11
2021-03-08,GA,13.3
2021-03-08,GU,21.2
2021-03-08,HI,19.8
2021-03-08,IA,20.5
2021-03-08,ID,16.8
2021-03-08,IH,21.1
2021-03-08,IL,18.9
2021-03-08,IN,17.1
2021-03-08,KS,17.7
2021-03-08,KY,19.4
2021-03-08,LA,17.3
2021-03-08,LT,0
2021-03-08,MA,21.7
2021-03-08,MD,18.3
2021-03-08,ME,21.4
2021-03-08,MH,17.9
2021-03-08,MI,17.9
2021-03-08,MN,20.4
2021-03-08,MO,16.7
2021-03-08,MP,21
2021-03-08,MS,17
2021-03-08,MT,20.5
2021-03-08,NC,17.5
2021-03-08,ND,22.7
2021-03-08,NE,19.2
2021-03-08,NH,20.8
2021-03-08,NJ,20
2021-03-08,NM,25.8
2021-03-08,NV,17.5
2021-03-08,NY,18.4
2021-03-08,OH,17.5
2021-03-08,OK,20.7
2021-03-08,OR,18
2021-03-08,PA,17.9
2021-03-08,PR,12.6
2021-03-08,RI,22.2
2021-03-08,RP,28.7
2021-03-08,SC,17
2021-03-08,SD,24.1
2021-03-08,TN,15.5
2021-03-08,TX,15.2
2021-03-08,US,18.1
2021-03-08,UT,15.1
2021-03-08,VA,18.6
2021-03-08,VI,14.4
2021-03-08,VT,20.3
2021-03-08,WA,18.5
2021-03-08,WI,19.8
2021-03-08,WV,20.3
2021-03-08,WY,19.8
2021-03-09,AK,25.3
2021-03-09,AL,15.2
2021-03-09,AR,16.6
2021-03-09,AS,24.2
2021-03-09,AZ,19.7
2021-03-09,BP,0
2021-03-09,CA,18.7
2021-03-09,CO,18.4
2021-03-09,CT,25.2
2021-03-09,DC,14.5
2021-03-09,DD,0
2021-03-09,DE,17.9
2021-03-09,FL,17.5
2021-03-09,FM,11.1
2021-03-09,GA,13.4
2021-03-09,GU,21.5
2021-03-09,HI,20.3
2021-03-09,IA,20.7
2021-03-09,ID,17
2021-03-09,IH,21.2
2021-03-09,IL,19.1
2021-03-09,IN,17.3
2021-03-09,KS,17.9
2021-03-09,KY,19.5
2021-03-09,LA,17.5
2021-03-09,LT,0
2021-03-09,MA,21.9
2021-03-09,MD,18.9
2021-03-09,ME,21.6
2021-03-09,MH,18.4
2021-03-09,MI,18.1
2021-03-09,MN,20.7
2021-03-09,MO,16.9
2021-03-09,MP,21.2
2021-03-09,MS,17.1
2021-03-09,MT,20.6
2021-03-09,NC,17.7
2021-03-09,ND,22.8
2021-03-09,NE,20
2021-03-09,NH,21.3
2021-03-09,NJ,20.5
2021-03-09,NM,26
2021-03-09,NV,17.7
2021-03-09,NY,18.8
2021-03-09,OH,17.7
2021-03-09,OK,20.8
2021-03-09,OR,18.4
2021-03-09,PA,18.8
2021-03-09,PR,12.7
2021-03-09,RI,22.7
2021-03-09,RP,28.7
2021-03-09,SC,17.2
2021-03-09,SD,24.2
2021-03-09,TN,15.6
2021-03-09,TX,15.8
2021-03-09,US,18.4
2021-03-09,UT,16
2021-03-09,VA,19.2
2021-03-09,VI,14.9
2021-03-09,VT,20.9
2021-03-09,WA,18.9
2021-03-09,WI,19.8
2021-03-09,WV,20.5
2021-03-09,WY,19.9
2021-03-10,AK,25.7
2021-03-10,AL,15.7
2021-03-10,AR,17
2021-03-10,AS,27.1
2021-03-10,AZ,20.1
2021-03-10,BP,0
2021-03-10,CA,19
2021-03-10,CO,18.9
2021-03-10,CT,25.8
2021-03-10,DC,14.9
2021-03-10,DD,0
2021-03-10,DE,17.9
2021-03-10,FL,17.8
2021-03-10,FM,11.2
2021-03-10,GA,13.4
2021-03-10,GU,21.7
2021-03-10,HI,20.8
2021-03-10,IA,21
2021-03-10,ID,17.3
2021-03-10,IH,21.6
2021-03-10,IL,19.4
2021-03-10,IN,17.6
2021-03-10,KS,18.3
2021-03-10,KY,19.9
2021-03-10,LA,17.8
2021-03-10,LT,0
2021-03-10,MA,22.7
2021-03-10,MD,19.4
2021-03-10,ME,22.1
2021-03-10,MH,18.7
2021-03-10,MI,18.4
2021-03-10,MN,21
2021-03-10,MO,17.3
2021-03-10,MP,21.6
2021-03-10,MS,17.6
2021-03-10,MT,21
2021-03-10,NC,18.2
2021-03-10,ND,23
2021-03-10,NE,20.5
2021-03-10,NH,21.9
2021-03-10,NJ,21.1
2021-03-10,NM,26.1
2021-03-10,NV,18
2021-03-10,NY,19.4
2021-03-10,OH,18
2021-03-10,OK,21.2
2021-03-10,OR,18.6
2021-03-10,PA,19.3
2021-03-10,PR,13.4
2021-03-10,RI,23.2
2021-03-10,RP,31
2021-03-10,SC,17.5
2021-03-10,SD,24.5
2021-03-10,TN,16
2021-03-10,TX,16.3
2021-03-10,US,18.8
2021-03-10,UT,16.5
2021-03-10,VA,19.7
2021-03-10,VI,15.5
2021-03-10,VT,21.3
2021-03-10,WA,19.3
2021-03-10,WI,20.1
2021-03-10,WV,20.7
2021-03-10,WY,20.2
2021-03-11,AK,26.1
2021-03-11,AL,16.1
2021-03-11,AR,17.1
2021-03-11,AS,27.1
2021-03-11,AZ,20.6
2021-03-11,BP,0
2021-03-11,CA,19.2
2021-03-11,CO,19.7
2021-03-11,CT,26.6
2021-03-11,DC,15.4
2021-03-11,DD,0
2021-03-11,DE,19
2021-03-11,FL,18.5
2021-03-11,FM,11.3
2021-03-11,GA,13.9
2021-03-11,GU,21.9
2021-03-11,HI,21.5
2021-03-11,IA,21.6
2021-03-11,ID,17.6
2021-03-11,IH,22
2021-03-11,IL,19.8
2021-03-11,IN,18
2021-03-11,KS,18.8
2021-03-11,KY,20.6
2021-03-11,LA,18.2
2021-03-11,LT,0
2021-03-11,MA,23.3
2021-03-11,MD,20
2021-03-11,ME,22.2
2021-03-11,MH,18.9
2021-03-11,MI,18.8
2021-03-11,MN,21.5
2021-03-11,MO,17.7
2021-03-11,MP,21.9
2021-03-11,MS,18.1
2021-03-11,MT,21.6
2021-03-11,NC,18.6
2021-03-11,ND,23.4
2021-03-11,NE,21.3
2021-03-11,NH,22.6
2021-03-11,NJ,22.1
2021-03-11,NM,26.9
2021-03-11,NV,18.5
2021-03-11,NY,20
2021-03-11,OH,18.5
2021-03-11,OK,21.8
2021-03-11,OR,18.6
2021-03-11,PA,19.8
2021-03-11,PR,13.4
2021-03-11,RI,23.8
2021-03-11,RP,32.8
2021-03-11,SC,18
2021-03-11,SD,25
2021-03-11,TN,16.4
2021-03-11,TX,16.9
2021-03-11,US,19.3
2021-03-11,UT,16.5
2021-03-11,VA,20.3
2021-03-11,VI,15.9
2021-03-11,VT,21.8
2021-03-11,WA,19.9
2021-03-11,WI,20.6
2021-03-11,WV,21.2
2021-03-11,WY,20.2
2021-03-12,AK,26.5
2021-03-12,AL,16.7
2021-03-12,AR,18
2021-03-12,AS,27.1
2021-03-12,AZ,21
2021-03-12,BP,0
2021-03-12,CA,19.6
2021-03-12,CO,20.2
2021-03-12,CT,27.6
2021-03-12,DC,15.9
2021-03-12,DD,0
2021-03-12,DE,19.5
2021-03-12,FL,19
2021-03-12,FM,11.5
2021-03-12,GA,14.6
2021-03-12,GU,22.1
2021-03-12,HI,22.2
2021-03-12,IA,22.2
2021-03-12,ID,18.1
2021-03-12,IH,22.4
2021-03-12,IL,20.5
2021-03-12,IN,18.4
2021-03-12,KS,20
2021-03-12,KY,21.3
2021-03-12,LA,18.8
2021-03-12,LT,0
2021-03-12,MA,24
2021-03-12,MD,20.6
2021-03-12,ME,23.8
2021-03-12,MH,19
2021-03-12,MI,19.4
2021-03-12,MN,22.2
2021-03-12,MO,18.1
2021-03-12,MP,22.2
2021-03-12,MS,18.1
2021-03-12,MT,22.2
2021-03-12,NC,19.2
2021-03-12,ND,24.4
2021-03-12,NE,21.8
2021-03-12,NH,23.2
2021-03-12,NJ,22.7
2021-03-12,NM,27.7
2021-03-12,NV,19
2021-03-12,NY,20.6
2021-03-12,OH,19.1
2021-03-12,OK,22.5
2021-03-12,OR,19.1
2021-03-12,PA,19.9
2021-03-12,PR,13.8
2021-03-12,RI,24.4
2021-03-12,RP,34.4
2021-03-12,SC,18.5
2021-03-12,SD,25.6
2021-03-12,TN,17
2021-03-12,TX,17.6
2021-03-12,US,19.9
2021-03-12,UT,17.5
2021-03-12,VA,20.8
2021-03-12,VI,16.5
2021-03-12,VT,22.4
2021-03-12,WA,20.4
2021-03-12,WI,21.3
2021-03-12,WV,22.2
2021-03-12,WY,21
2021-03-13,AK,27
2021-03-13,AL,17.2
2021-03-13,AR,19.2
2021-03-13,AS,27.1
2021-03-13,AZ,21.5
2021-03-13,BP,0
2021-03-13,CA,20.3
2021-03-13,CO,20.8
2021-03-13,CT,26.2
2021-03-13,DC,16.4
2021-03-13,DD,0
2021-03-13,DE,20.2
2021-03-13,FL,20.1
2021-03-13,FM,11.7
2021-03-13,GA,15.1
2021-03-13,GU,22.2
2021-03-13,HI,22.8
2021-03-13,IA,23.3
2021-03-13,ID,18.6
2021-03-13,IH,22.9
2021-03-13,IL,21.7
2021-03-13,IN,19.3
2021-03-13,KS,20.1
2021-03-13,KY,22.8
2021-03-13,LA,19.9
2021-03-13,LT,0
2021-03-13,MA,24.9
2021-03-13,MD,21.4
2021-03-13,ME,23.9
2021-03-13,MH,19.2
2021-03-13,MI,20
2021-03-13,MN,23.6
2021-03-13,MO,19.3
2021-03-13,MP,22.6
2021-03-13,MS,19.8
2021-03-13,MT,22.8
2021-03-13,NC,20.8
2021-03-13,ND,25.2
2021-03-13,NE,22.2
2021-03-13,NH,24.1
2021-03-13,NJ,23.5
2021-03-13,NM,28.2
2021-03-13,NV,19.6
2021-03-13,NY,21.7
2021-03-13,OH,19.8
2021-03-13,OK,23.3
2021-03-13,OR,20.1
2021-03-13,PA,21.5
2021-03-13,PR,14.8
2021-03-13,RI,24.9
2021-03-13,RP,37.2
2021-03-13,SC,19.8
2021-03-13,SD,26.3
2021-03-13,TN,17.6
2021-03-13,TX,18.3
2021-03-13,US,20.7
2021-03-13,UT,18.3
2021-03-13,VA,21.4
2021-03-13,VI,17.1
2021-03-13,VT,23.9
2021-03-13,WA,21
2021-03-13,WI,22.7
2021-03-13,WV,23.1
2021-03-13,WY,21.7
2021-03-14,AK,27.7
2021-03-14,AL,17.3
2021-03-14,AR,19.2
2021-03-14,AS,27.1
2021-03-14,AZ,22
2021-03-14,BP,0
2021-03-14,CA,20.3
2021-03-14,CO,20.8
2021-03-14,CT,26.2
2021-03-14,DC,17.1
2021-03-14,DD,0
2021-03-14,DE,20.2
2021-03-14,FL,20.4
2021-03-14,FM,11.9
2021-03-14,GA,15.7
2021-03-14,GU,22.3
2021-03-14,HI,23.3
2021-03-14,IA,23.3
2021-03-14,ID,19.1
2021-03-14,IH,23.1
2021-03-14,IL,21.7
2021-03-14,IN,19.3
2021-03-14,KS,21.2
2021-03-14,KY,22.9
2021-03-14,LA,19.9
2021-03-14,LT,0
2021-03-14,MA,24.9
2021-03-14,MD,21.8
2021-03-14,ME,25.5
2021-03-14,MH,19.2
2021-03-14,MI,20.6
2021-03-14,MN,23.6
2021-03-14,MO,19.4
2021-03-14,MP,22.8
2021-03-14,MS,19.8
2021-03-14,MT,23.5
2021-03-14,NC,20.9
2021-03-14,ND,25.9
2021-03-14,NE,22.2
2021-03-14,NH,24.5
2021-03-14,NJ,23.9
2021-03-14,NM,29
2021-03-14,NV,20.2
2021-03-14,NY,21.7
2021-03-14,OH,20.4
2021-03-14,OK,23.8
2021-03-14,OR,20.6
2021-03-14,PA,22
2021-03-14,PR,14.8
2021-03-14,RI,25.3
2021-03-14,RP,37.2
2021-03-14,SC,19.8
2021-03-14,SD,27.4
2021-03-14,TN,18.1
